livre.chapitre.verset,Bafia
1CO.7.37,"Wɔ̀lɛ ŋwaànɛ à teri bimiɗ à nɗɛli kɛ̀ɛ̀ ǹkàŋɗɛ̀n, ki ɓa lɔŋ lɛ rìkɔ̀n ɗii ɗi nyimiɗ à ki ren ɓi nɗem wii lɛ a ɓeŋ gɔ̀n yìì nkwɛ̀y, di à kìi lɛ syeesyee. "
1CO.7.38,"Fɔlɔɔ nnɛ ŋwaànɛ à faa gɔ̀n yìì ɓi rìwɛy, à kìi syeesyee à kìɓan, wɔ̀lɛ ŋwaànɛ à faa ɓi gɔ̀n yìì ɓi rìwɛy yɛɛ raŋ̀zii kì kìi syeesyee à kìɓan."
1CO.7.39,"I giɓ a rì ǹwɔlɛn, nsiŋdɛn wu riwɛy wu kàŋi nyi rì yii cààmɛ̀n kìcèm ki yii à kaka ǹto ɓi kìmììgh; wɔ̀lɛ i yii à wii, giɓ anɛ̀n à rì rì ìtèɗ wulɛ à kɛ̀n rìwɛy ɗi ŋwaànɛ à kɔ̀ni; kìɓan kifog, kìɓan kiǹ ki ghɛɛ̀sɛɛ kì kìlɛɛ ɓi rìgherɛ̀n ɓi ɗùm. "
1CO.7.40,"Nni wɔ̀lɛ ɓi rìghɛn ɗyɛ̀m, giɓ anɛ̀n à ɓiì ɓiisɛɛ ki ɓaà lɛ syeesyee, di à kɔ̀rii fɔ̀lɔ̀ɔ̀; nni mɛ̀ɛ nfèki lɛ ǹɗì girig rì Ǹghay à Bɛ̀ll."
1CO.8.1,"Ɓi ɓɛg ànɛ a ɓyɛn ɓi nyàm yi ɓɛ funɛɛ ɓi rìɓɔgsì ɗi ɓinùn, ɓìsiìcèm tì yii lɛ, tì rì rì ɓìɓan ɓi tì konaagh kì yiì, nni rìyi ɗi ti ɗi falàg mum ǹcàŋà wɔ̀lɛ ǹkɔ̀nɛ̀n à falàg ìtèɗ ɓi rìgherɛ̀n. "
1CO.8.2,"I mum a fèfeg lɛ à yii com, ŋwaànɛ̀n à ka konag ɓi ki yiì yɛ̀ɛ ki ghɛɛ̀sɛɛ. "
1CO.8.3,"Wɔ̀lɛ i ŋwaà keesii Bɛ̀ll, di ŋwaànɛ̀n à rì ŋwaànɛ Bɛ̀ll à yii. "
1CO.8.4,"Nni ɓi ntɔɔ̀tɔɔgh wu lɛ ŋwaà rì nya lɛ à ɗi ɓyɛn ɓi nyàm ìnɛ ɓɛ funɛɛ ɓi rìɓɔgsì ɗi ɓinùn, ɓìsii yii lɛ kìnùn ki yin ɓi ziinɛ nsoò kìfog; Bɛ̀ll à rì lɔŋ bog. "
1CO.8.5,"Nsoò ɓyom ɓidɛŋ ɓyaa rì ɓi ɗyoo, nsoò lɛ ɓi ziinɛ ɓi ɓɛɛ̀ rereŋi lɛ bɛ̀ll, ɓi saaɗ à rìkpaa, ɓyom ɓi lɛ rì bɛ̀ll yidɛŋ, rì ɓɛ̀kan ɓɛdɛŋ ɓi teghɛɛ lɛɛ̀gwey , "
1CO.8.6,"nsoò fɔlɔɔ, ɓi ɓɛg ànɛ a lɔ̀ŋkis, Bɛ̀ll à rì lɔŋ bog, nnyɛɛ ri Seŋi ànɛ à kìghà ɓyom ɓìcèm, ɓisu wii nnɛ ɓìsiì ghɛghɛ̀ɓ. Fɔɔnnɛ Kan à rì girig bog lɛ Yeesus Kiris, ànɛ à ti à kìlàg lɛ ɓyom ɓìcèm ɓyɛɛ ɓa, ɓìsii ki ghɛghɛɓ lɛ nyi. "
1CO.8.7,"Wɔ̀lɛ àa ɓum ɓɛ̀cèm ɓɛɛ yi fɔlɔɔ, lɛ ɓɛ̀ro ɓɛdɛŋ ɓɛ kaka ɓɛ̀mɛ̀ɛ̀tɛn ri kìɓan ki ɓinùn ɓi lèg ànɛ lɛ, ɓɛ ti ɓɛ ɗilàg ɓyɛn ɓi fɔlɔɔ, yɛ̀ɛ ɓɛɛ̀ kali lɛ ɓyɛn ɓìn ɓi ri ɓyɛn ɓi ɓinùn; yɛ̀ɛ ǹɗem waa wu ri kɛ̀ɛ̀ ìtèɗ, ɓìɗilàg ɓiǹ ɓi caɗ ɓɔ tìfin ɓi mɛ̀rem. "
1CO.8.8,"Àa ɓìɗilàg ɓidɛŋ ɓyɛɛ ri ɓiì kìi lɛ ti kpaŋ Bɛ̀ll jàŋbog, nsoò tyàa ki ɗii ɓi ɓyɔ, com kidɛŋ kaa pɛ̀sɛn ɓi ɓi rìɓa ɗis, tì soo ki ɗii ɓyɔ, com kidɛŋ kɛ̀ kɛɛ̀ sagtɛn ɓi rìɓa ɗis. "
1CO.8.9,Ɓì konàg yɛɛ ri lɛ rìɓa ɗin ɗi ɓì rì rì ìtèɗ wu kìyɛn rikɔ̀n ɗin ɗyɛ̀ kɛɛ̀ kɛ̀ɓti ɓɛgeni ɓin ɓɛ ɓɛ ri kɛ̀ɛ̀ ìtèɗ fiɓàg. 
1CO.8.10,"Ɓisuulɛ, i ŋwaàdɛŋ à ghɛɛ wàànɛ ù yii di u ɗiɗì ɓyom a mɛ̀kɔɔ̀ mɛ ɓinùn, nyi ànɛ à rì kɛ̀ɛ̀ ìtèɗ, nɗem wii wu ri nyi ɓiì tinii lɛ a ɗi ɓyɛn ɓi ɓɛ funɛɛ ɓi riɓɔgsì ɓìnùn. "
1CO.8.11,"Fɔlɔɔ a rì ɓiì kìi lɛ, goni ànɛ à rì ànɛn kɛ̀ɛ̀ ìtèɗ, ànɛ Kiris à ki wughà ɓisu wii, a ɗyaŋ̀ lɛ rìyi ɗyɔɔ! "
1CO.8.12,"I ɓì sɛ̀rii kì kìi fɔlɔɔ ri ɓɛ̀geni ɓin ɓɛ ɓi rìgherɛ̀n cààmɛ̀n ki ɓì yɛɛsii mɛ̀rem maa mɛ mɛ ri kɛ̀ɛ̀ ìtèɗ, di Kiris nyimiɗ innɛ ɓì kìi kìɓe. "
1CO.8.13,"Ɓisu wìn innɛ, i ɓìɗilàg ɓidɛŋ ɓi ri lɛ ɓi kɛɓtì geni wɛ̀m fìɓàg, m̀ɓàŋ kì cèlii ɓyɛn ìsuùcèm yɛɛ ri, à cee lɛ nkɛɓti geni wɛ̀m fìɓàg."
1CO.9.1,Mɛ̀ɛ nfèki nya lɛ ǹɗì rì ìtèɗ wulɛ ǹkì com ki ǹkɔ̀ni? Nfèki nya lɛ ǹɗì ǹkɛ̀nì-fìtom a Yeesus? Mɛ̀ɛ nti nya lɛ ǹghɛngà Yeesus Kan wìs? Àa mìni yɛɛ ri kìsay kɛm̀ ɓi Kan ɓi ɗùm? 
1CO.9.2,"I ɓum ɓɛdɛŋ ɓɛ ɓeni kì gherɛɛ lɛ ǹɗì ǹkɛ̀nì-fìtom a Yeesus, nsoò mìni, mìnii ghɛɛ̀sɛɛ kì gherɛɛ lɛ ǹɗì ǹkɛ̀nì-fìtom, ɓisuulɛ mìni yɛɛ ri kìrèmzɛnà ki ɓi rìɓa ɗi ǹɗì ǹkɛ̀nì-fìtom, ɓi cɛɓ ki ɓi ghɛghɛɓ ɓi Kan ɓi ɗùm. "
1CO.9.3,Com ki ǹti nkpaaghì ɓum ɓɛ ɓɛ tɔɔkɛɛ mɛ̀ kɛɛ̀ki. 
1CO.9.4,"Tì yin nya ɗì ìtèɗ wulɛ tì ɗi, tì nɔ di ɓɛ faa ɓìsi ɓi kìsay ki ti kìkì? "
1CO.9.5,"Tì yin nya rì ìtèɗ wulɛ ti ki yɛ̀ɛ ɓɛ̀kɛ̀nì-fìtom ɓɛmbog, rì ɓɛ̀geni ɓɛ Kan, rì Sefas ɓɛ ti ɓɛ kilàg lɛ ti kɛngi mɛ̀kɛ̀ɛ̀ mis nɗaŋ ri giɓ wis ànɛ à rì kìristɛ̀n? "
1CO.9.6,Gìn lɔŋ rì mɛ̀ rì Ɓarinaɓas ɓìsi cɛ̀ncis yɛɛ ghɛɛ̀sɛɛ kìsaayii lɛ ti tanɛn rì ɓìɗilàg! 
1CO.9.7,"Ŋwaàbe yɛɛ ka kìghà kìsay ki sujàà, à peèpèèrɛ̀n nyimiɗ? Nsoò lɛ ghɛn yɛɛ mɛ salà dɛm, à rɔ̀ɓ kɛ̀ɛ ɗi ɓiɗùn ɓi ɓi dɛm inɛ̀n? Gìn ghɛn yɛɛ mɛ ɓègà ɓìtuwe à rɔ̀ɓ kɛ̀ɛ ɗi milig mɛ à pisii ɓi ɓìtuwe ɓiǹ? "
1CO.9.8,"Ɓìɓan ɓi ǹteri dàɗkì ɓiǹ miì ɓi yin ɓiì ghɛɛghɛnɛ̀n lɔŋ lɛ ɓi cɛɓ ki ɓum kɔrìkɔ, nsoò ɓìdɔ̀gsɛna ɓyɛɛ̀ rèresi girig fɔ̀lɔ̀ɔ̀. "
1CO.9.9,Lɛ ki ri kìkànɛn ɓi ɓìdɔ̀gsɛna ɓi Moyis lɛ: Ù ghɛ̀ɛ̀sɛɛ ɓi ki kàŋi sanìnya ŋwɔm ɓi cààmɛ̀n ki a nyɔ̀ɔ̀nyɔɔ gèŋ. Ɓi fèki nya lɛ nɗem wu ri lɛ wu cɛɛ̀cɛ̀ɛ̀rɛ̀n Bɛ̀ll rì sanìnya? 
1CO.9.10,"Bì yii ɓi lɛ ɓisu wis nnɛ à kpaa kìɓan kiǹ? Ki ri lɔŋ fɔlɔɔ, lɛ ɓisu wis nnɛ ɓɛ kangà lɛ: Ŋwaànɛ a kùukutɛ̀n dɛm rì roànɛ a ɓoɓog gèŋ, ɓɛ ghɛɛ̀sɛɛ kì kìkii kisay kiǹ di ɓɛɛ̀ mìnmin tityɛɛ̀ lɛ ɓɛ ri ɓiì ɓaà rì gàɓ, ɓi ɓìɗùn ɓi ɓi kìsay kaa. "
1CO.9.11,"I ɓìsii ɓɛlà ɓìrɔɔ ɓi ɓi nghay ɓi mìni, nni ki ɓeɓtɛɛ nya lɛ ti ɓumi gàɓ ì ɓìɗilàg ɓi zɛy a lɔ̀ŋkin? "
1CO.9.12,"I ɓum ɓɛdɛŋ ɓɛ ri rì ìtèɗ wulɛ ɓɛ ɓoŋɓòŋ ɓìrɔɔ ɓidɛŋ a lɔ̀ŋkin, ɓìsi yaa ghɛ̀ɛ̀sɛɛ lɛ ti ɓiìsɛn kìkìi fɔlɔɔ, kìɓan kifog, ɓìsii tɔkà ɓi kiɓan ki tì ɓaghà rì ìtèɗ wulɛ ti tɔg; ɓìsiì ceecenɛ̀n lɔŋ mɛtɔɓ mɛ̀cèm lɛ tyɛ̀ ki naŋ kiɓan kidɛŋ ki ki ri lɛ ki nyug Syeesyee à Ɓɔlɛ à Kiris."
1CO.9.13,"Ɓì yii ɓi lɛ naà-Bɛ̀ll yɛ̀ɛ ti ì mɛnàg ɓumɓɛ ɓɛɛ̀ kìki kisay ɓi naa ì Bɛ̀ll, rì tì lɛ, ɓumɓɛ ɓɛ ti ɓɛ tɔngì ɓyom ɓi ɓɛ̀ro ɓɛmbog ɓɛ yuu kì ɓɔgsii Bɛ̀ll rì ɓyɔ ɓi jàŋ inɛ ɓɛɛ̀ tɔ̀ngi ɓyom ɓɛ ti ɓɛ ɓalàg rì gàɓ ɓi ɓyom ɓìn? "
1CO.9.14,Fɔlɔɔ nnɛ Kan à rèɓsìghà girig ɓumɓɛ ɓɛɛ̀ ghaaghagsì Syeesyee à Ɓɔlɛ lɛ ɓɛ ghɛɛ̀sɛɛ kì ghɛɓì ɓi Syeesyee à Ɓɔlɛ ànɛ̀n. 
1CO.9.15,"Ɓi ɓɛg wɛ̀m, nsoò ŋwos bog, ǹnɔ̀ɔ̀tìghà ɓi ɓirɔɔ ɓi ǹghɛ̀ɛ̀sɛ̀ngà ɓiǹ lɛ ntɔg nsoò gɛ̀nbog nni ǹki kàniì ɓi mìni kìɓan kiǹ lɛ ntɔg ɓyom ɓìn ɓisuulɛ, ǹɗì lɛ ǹgherɛ̀n lɛ mɓaŋ kì wii, à cee lɛ ŋwaa ɓatɛn mɛ̀ kìɓan ki kɛɛ̀ fafa mɛ rìkem kìn ɓi nɗem. "
1CO.9.16,"Ɓisuulɛ, rìghagsì ɗi Syeesyee à Ɓɔlɛ ɗi yin mɛ kìɓan ki teterɛn rikem, ɗi ri mɛ̀ syeesyee à kìɓan anɛ à ghɛ̀ɛ̀sɛɛ kì kìlɛɛ, ànɛ ǹɗì ǹtiniyɛn lɛ nki. Nyìinyìg rì mɛ̀ di ǹghagsii ɓi Syeesyee à Ɓɔlɛ. "
1CO.9.17,"I mɛ̀ɛmiɗ yɛɛ ɓekà lɛ nki kɔ di ǹɗì miì rì mɛ̀lèɓ, wɔ̀lɛ ǹɗì ǹtiniyɛn lɛ nki kɔ ɓi kàŋɓɛn lɛ ki ri mɛ̀ ǹtɛ̀g wu ɓɛ tɛgsii mɛ̀. "
1CO.9.18,"Nni mɛ̀lèɓ mɛm̀ mɛ ri min lɛ cɛ? Mɛ ri kìnyàà ki lɛ nghaàghàgsì Syeesyee à Ɓɔlɛ kɛ̀ɛ̀ mɛ̀lèɓ, kɛ nki tɔg com rì ɓìrɔɔ ɓi Syeesyee à Ɓɔlɛ nyimiɗ a faa mɛ̀ ìtèɗ wulɛ mɓa rì ɓyɔ."
1CO.9.19,"Ǹ-yin ǹkpàn a mum nsoò bog, kìɓan kifog, ǹghaasìghà mɛ̀ɛmiɗ ǹkpàn a ɓum ɓɛ̀cèm, lɛ di nsyoŋ kìgwey ki ɓi ɓɔ. "
1CO.9.20,"M̀ɓaghà lɛ, cààmɛ̀n ki ǹɗì rì Ɓɛ̀yudɛ̀n, ǹghɛɓ yɛ̀ɛ muu Ɓɛ̀yudɛ̀n lɛ di nsyoŋ ɓɔ; cààmɛ̀n ki ǹɗì rì ɓumɓɛ ɓìdɔ̀gsɛna ɓi lamii, m̀ɓa yɛ̀ɛ mɛ̀ ǹɗì girig ŋwaànɛ ɓìdɔ̀gsɛna ɓi lamii - kɔm̀ lɛ mɛ̀ɛmiɗ ǹ-yin ɓi rìlàmì ɗi ɓidɔ̀gsɛna azi, ǹki kìki fɔlɔɔ lɛ di nsyoŋ ɓumɓɛ ɓìdɔ̀gsɛna ɓi lamii. "
1CO.9.21,Cààmɛ̀n ki ǹɗì rì ɓumɓɛ ɓɛ ri kɛ̀ɛ̀ ɓìdɔ̀gsɛna ǹghɛɓ rì ɓɔ yɛ̀ɛ ŋwaànɛ à rì kɛ̀ɛ̀ ɓìdɔ̀gsɛna lɛ di nsyoŋ ɓɔ; fɔlɔɔ kɛ̀ɛ ki rèsi lɛ ǹɗì kɛ̀ɛ̀ ɓìdɔ̀gsɛna ɓi Bɛ̀ll ɓisuulɛ mɓèŋɓeŋ ɓidɔ̀gsɛna ɓi Kiris. 
1CO.9.22,"Mɛ̀ kɔ̀kɔg ɓi nyìinyìm à ɓumɓɛ ɓɛ ri kɛ̀ɛ̀ ìtèɗ lɛ di nsyoŋ ɓɔ, fɔɔnnɛ ǹghaasìghà mɛ̀ɛmiɗ rikuu ɗi com ɗìcèm ɓi ɓɛg ànɛ a ɓum ɓɛ̀cèm, lɛ nsoò kaa ɓaa la, nsyoŋ gàɓ ìdɛŋ ìnɛ ɓi ɓɔ. "
1CO.9.23,"Nkìki ɓìɓan ɓiǹ ɓìcèm ɓisuu Syeesyee à Ɓɔlɛ, lɛ di mɓa miì rì gàɓ."
1CO.9.24,"Ɓì yii lɛ ɓumɓɛ ɓɛ ri ɓi nlog à mɛ̀ree ɓi nlɛmɓog wu ticàɓ ɓɛɛ̀ ghɛghɛŋi ɓɛsɛ̀ɛ̀ ɓɛ̀cèm wɔ̀lɛ lɔŋ mum bog yɛɛ ti à kpagì, beèbɛ̀y à teɗ mɛ̀raà mɛ ɓi nlog ànɛ̀n? Nni ghɛŋiina lèg ànɛ lɛ ɓi teɗ mɛ̀raà mɛ ɓi nlog. "
1CO.9.25,"Ɓɛ̀ɗùù zàà yi ran ɓɛ ti ɓɛ ɓalàg rì ɓìtèetèɗ ɓi ɓìcèlì, ɓɛ kikì fɔlɔɔ lɛ di ɓɛɛ fɔǹ mɛ̀raà mɛ mɛ ri lɛ mɛ ɗyoŋ wɔ̀lɛ ɓìsiì ɗùùɗuu ɓi mɛ̀raà mɛ mɛ ri fìɗyàɓ fikɔ̀ɔ̀. "
1CO.9.26,"Kìɓan kiǹ kɛɛ̀ki nghɛghɛŋi mɛ̀ree, kɛ̀ɛ nki ghɛghɛŋi lɛ duri yàa tani, ǹki ɓooghɓoòghrɛ̀n ɓìkam, nni ǹki yin ɓyɔ ɓiì fɛfɛɓi nfɛfɛɓɛn lɛ duri yàa tani. "
1CO.9.27,"Nkìki kɔm̀ nyoo yɛ̀m rìgɛn, ǹghaasì yɔ̀ ǹkpàn lɛ kɛ̀ kɛɛ̀ ɓaa gɛ lɛ mɛ̀ɛmiɗ anɛ ǹkpaaghà ɓum ɓɛdɛŋ Syeesyee à Ɓɔlɛ, mɛ̀ yɛɛ ɓa ǹcàrɛn ɓi ɗyɔ̀m."
1CO.10.1,"Ɓɔɔsoŋ̀, ǹkɔ̀ni ɓi lɛ ɓi rɔɓ kɛ̀ ɓi yi kiɓan ki; ɓɛ̀seŋi ɓis ɓɛ ɓɛsɛ̀ɛ̀ ɓɛ ɓaghà ɓɛ̀sɛ̀ɛ̀ ɓɛ̀cèm ɓi kìkwìɗ a zi, fɔɔnnɛ ɓɛ̀sɛ̀ɛ̀ ɓɛ̀cèm ɓɛ syaàghà rìɓày à m̀ɓàŋ. "
1CO.10.2,"Fɔɔnnɛ ɓɛ̀sɛ̀ɛ̀ ɓɛ̀cèm ɓɛ ɓaɓtɛ̀ngà ɓi kìkwìɗ azi rì ɓi rìɓày ɓiɗùm, yɛ̀ɛ ɓɛ ɓaghà ɓɛ̀ràrɛn ɗi Moyis. "
1CO.10.3,Ɓɛ̀sɛ̀ɛ̀ ɓɛ̀cèm ɓɛ ɗighà rìkuu ɗi ɓiɗilàg ɗi ɓi nghay ɗìfog. 
1CO.10.4,"Ɓɛ ki nɔ rikuu ɗi mɛnig ɗi ɓi nghay dìfog ɓɛ̀sɛ̀ɛ̀ ɓɛ̀cèm, ɓisuulɛ ɓɛ nɔnɔ̀ghà mɛ̀nig mɛ ɓi gɔ̀g ì nghay ìnɛ ì kɛ̀ɛ̀kɛ̀ɛ̀ghà rì ɓɔ; gɔ̀g ìnɛn yɛ̀ɛ ɓaghà Kiris. "
1CO.10.5,"Kìɓan kifog, kìgwey ki ɓi ɓɔ ki kighà ɓi ɓiɓan ɓi ɓyɛɛ rɔɔ̀ Bɛ̀ll. Kìɓan kiǹ kɛɛ̀ki ɓɛ raàrɛ̀ngà miì ɓìloŋ ɓi-reɓ."
1CO.10.6,"Ɓìɓan ɓiǹ ɓi ri ɓìsi ɓìrèmzɛnà ɓi ɓiɓan, lɛ di tyɛ̀ ki ɓa ri zày ì ɓìɓeɓtàg ɓi ɓiɓan yɛ̀ɛ ìnɛ ɓɔɔ ɓaghà rì yɔ̀. "
1CO.10.7,"Kɛ̀ ɓi ghay ɓɛkìì-ɓìnùn fɛlɛ yɛ̀ɛ ɓum ɓɛdɛŋ ɓɛ ɓi nɗaŋ waa ɓɛ ɓaghà, lɔŋ yɛ̀ɛ ki ri kìkànɛn lɛ: Kìlɔ̀ŋ ki kɔrìghà ɓi zi lɛ kɛɛ ɗi, ki nɔ, ajɛ̀m ìnɛ̀n nnɛ ɓɛ pɛsɛ̀ngà aɗyoo lɛ ɓɛɛ nyuŋzɛn. "
1CO.10.8,"Nni tyɛ̀ ki falɛn ɓi cɛɓ ki tisɔ̀mɔ̀g fɛlɛ yɛ̀ɛ ɓum ɓɛdɛŋ ɓɛ ɓi nyìinyìm wàà ɓɛ falɛ̀ngà, fɔɔnnɛ ɓìloŋ ɓi kpighà ŋwos bog ɓum ɓɛ̀tɔɔsìm rìtin ɗì ɓɛraa. "
1CO.10.9,"Tyɛ̀ ki fèèghrɛn Kan fɛlɛ yɛ̀ɛ ɓum ɓɛdɛŋ ɓɛ ɓi nyìinyìm wàà ɓɛ feeghrɛ̀ngà nyi, ɓumɓɛ̀n ɓɛ cuughà di nyoo yi taɓkii ɓɔ. "
1CO.10.10,Kɛ̀ ɓi ŋwɔ̀ŋwɔŋi Bɛ̀ll yɛ̀ɛ ɓum ɓɛdɛŋ ɓɛ ɓi nyìinyìm wàà ɓɛ ŋwɔŋwɔ̀ŋìghà nyi; ɓɛɛ̀ɓɛ ŋwaà-fìtom a rìwu à cuusìghà. 
1CO.10.11,"Ɓìɓan ɓiǹ ɓi kikìghà ɓɔ fɔlɔɔ, lɛ ɓyɛɛ ɓa ɓìrèmzɛnà ɓisuu ɓum ɓɛdɛŋ, fɔɔnnɛ ɓɛ kangà ɓyɔ ɓisuulɛ ɓyɛɛ reɓ ɓìsi lɛ tì mɛ wuɓsɛn cààmɛ̀n ki risugtɛ̀n. "
1CO.10.12,"Fɔlɔɔ nnɛ ŋwaànɛ à yii lɛ à rì mɛ̀rɛy, à kɔ̀rì ɗyomzɛ̀n lɛ kɛ̀ɛ kpì."
1CO.10.13,"Ɓì ka tulɛ̀ngà ɓi ri mɛ̀fèèghrɛn mɛdɛŋ, mɛ mɛ cee ìtèɗ wu mum. Bɛ̀ll à ti à roòzàg mɛ̀kàg mii, fɔɔnnɛ àa càɗ ɓi lɛ ɓi tulɛn rì mɛ̀fèèghrɛn mɛ mɛ cee mìni ɓi-tèɗ; wɔ̀lɛ i mɛ̀fèèghrɛn mɛ kpaŋi mìni, à rì mìni ɓiì rèsii bee inɛ ɓì rì lɛ ɓì cee mɔ miì, à ki fa mini ìtèɗ wulɛ ɓi cenɛn mɔ."
1CO.10.14,"Kìɓan kiǹ kɛɛ̀ki, mìni ɓɛ̀geni ɓɛ̀m ɓɛ nɗem, cèliina ɓìnùn."
1CO.10.15,"Ntòtog ri mìni yɛ̀ɛ ɓum ɓɛ ɗyomzɛ̀n, mìniìɓɔmiɗ fiɓiina ɓìɓan ɓi nkpaakpàà. "
1CO.10.16,"Ɓeŋ à ɓɛ̀mààgh ànɛ tì ti tì falàg Bɛ̀ll ɓìtògsɛ̀n lɛ nyi, à ti kɛ̀ɛ kì nya lɛ ti ɓa ɓɛ̀ràrɛn ɗi bwaɓ yi Kiris? Bìrɛs ìnɛ tì ti tì ɓɛkì, ì ti yɛ̀ kɛɛ̀ kì nya lɛ ti ɓa ɓɛ̀ràrɛn ɗi nyoo ì Kiris? "
1CO.10.17,"Nni yɛ̀ɛ bìrɛs ì rì lɔŋ bog, tyàa soo tèghɛɛ, tì rì lɔŋ nyoo bog ɓisuulɛ ɓìsiìcèm ti teteɗ gàɓ ɓi m̀bobog à bìrɛs ànɛ̀n. "
1CO.10.18,Ghɛɛna ɓɔn ɓɛ Isirayɛl; ɓumɓɛ ɓɛ ti ɓɛ ɗilàg ɓìtuwe ɓi ɓɛ woli ɓi rìɓɔgsì ɗi Bɛ̀ll ɓɛ yin nya ɓɛ̀ràrɛn ɗi rìkùna ɗi ɓɛ ti ɓɛ tɔngì ɓyom ɓi ɓɛɛ̀ ɓɔɔɓɔgsì Bɛ̀ll miì? 
1CO.10.19,"Fɔlɔɔ a rèsii nya yɛɛ lɔɔ lɛ nkɔ̀nkɔn lɛ ɓyɛn ɓi ɓɛ funɛɛ ɓi ɓìnùn, nsoò ɓìnùn ɓyɔmiɗ, ɓi ri nya rì bimiɗ à rìɓa àdɛŋ? "
1CO.10.20,Àg! Wɔ̀lɛ ɓìɓeɓtàg ɓi mɛghay ɓyɛɛ̀ɓi ɓɛ ti ɓɛ funàg ɓyom ɓìn ɓisu waa àa ɓisuu Bɛ̀ll. Nni mɛ̀ ǹkɔ̀ni ɓi lɛ ɓi ɓa ɓɛ̀ràrɛn ɗi ɓìɓeɓtàg ɓi mɛghay. 
1CO.10.21,"Ɓì yin lɛ ɓì kì lɛ: di ɓi nɔ ɓeŋ à Kan, di ɓi nɔ ɓeŋ à ɓìɓeɓtàg ɓi mɛghay fɔɔnnɛ ɓì yin lɛ ɓì kì lɛ: ɓì ɗi ɓi teɓèrè à Kan, ɓì ɗi ɓi teɓèrè à ɓìɓeɓtàg ɓi mɛghay. "
1CO.10.22,Ti kɔ̀nkɔn lɛ ti tini Kan lɛ a ki yɔ̀ɔ̀tì gìn? Ɓìsi yɛɛ cee nyi ɓi-tèɗ?
1CO.10.23,"Tì rì rì ìtèɗ wulɛ tì kì ɓìɓan ɓìcèm ɓi tì kɔ̀ni, nni àa ɓìɓan ɓìcèm ɓyɛɛ ri rì gɛɓsɛ̀n. Tì rì rì ìtèɗ wulɛ tì ki com kìcèm wɔ̀lɛ àa kìcèm kɛɛ kìki lɛ ŋwaa siìrɛn ɓi rìgherɛ̀n. "
1CO.10.24,"Mum kɛ̀ɛ kaaghi kìrɔɔ kii ki nyimiɗ, à kaa lɔŋ ki ɓɛro ɓɛm̀bog. "
1CO.10.25,"Ɓì rì rì ìtèɗ wulɛ, ɓi ɗi com kìcèm ki ɓɛɛ̀ kàkaɓ a fyèè, kɛ̀ɛ̀ mɛ̀riighrikì ɓi nɗem ɓisuu kiɓan ki righerɛ̀n. "
1CO.10.26,"Ɓisuulɛ, zi rì ɓyom ɓìcèm ɓi miì, ɓi wooghrɛɛ rì Kan. "
1CO.10.27,"I ŋwaànɛ à yin ngherɛ̀n à lààghraagh mìni, ɓì ki gherɛn lɛ ɓi kɛǹ, ɓì ghɛ̀ɛ̀sɛɛ kìɗiì com kìcèm ki ɓɛ faa mìni, kɛ̀ɛ̀ mɛ̀riighrikì ɓi nɗem ɓisuu kiɓan ki righerɛ̀n. "
1CO.10.28,"Kìɓan kifog, i ŋwaà kpaa mìni lɛ, ɓyom ɓi, ɓi ri ɓyom ɓi ɓɛ nfùnɛɛ ɓi ɓìnùn, ɓì ghɛ̀ɛ̀sɛɛ ɓi ɓyɔ kì ɗiì, lɛ kɛ̀ ɓi kɛ̀ɓti ŋwaànɛ àa kalii mìni fɔlɔɔ fiɓàg rì tì lɛ, nɗem wɛ̀ kɛɛ̀ fa mini bɛ̀lɛn. "
1CO.10.29,"Kìɓan ki nkpaakpaa ki, ki seesee ɓi nɗem win wu righerɛ̀n wɔmiɗ, ki ri ɓisuu nɗem wu righerɛ̀n wu ŋwaànɛ̀n. Nni ɓisuucɛ nnɛ rìɓa ɗyɛ̀m ɗi ǹɗì rì ìtèɗ wu kìyɛn com kìcèm ki ǹkɔ̀ni ɗi ri lɛ ɗi ɓa rì mɛ̀rèè lɛ nɗem wu righerɛ̀n wu ŋwaàdɛŋ? "
1CO.10.30,"I mɛ̀ ǹfaa Bɛ̀ll ɓìtògsɛ̀n ɓisuu com ki nɗiɗì, ɓisuucɛ nnɛ ɓɛ ri lɛ ɓɛ totòg mɛ̀ kìɓe ɓi ɓìɗilàg ɓi m̀mɛ fa Bɛ̀ll ɓìtògsɛ̀n miì?"
1CO.10.31,"Ɓyàa soo ɗiɗì, ɓyàa soo nɔnɔ, nsoò cɛ kɛɛ̀ki ɓyàa kìkì, kìina ɓìɓan ɓìcèm ɓisuu rikem ɗi Bɛ̀ll. "
1CO.10.32,Kɛ̀ ɓi ɓa gɔ̀g ìnɛ ì rì lɛ ì kɛ̀ɓtì nsoò muu Ɓɛ̀yudɛ̀n nsoò muu Gìrɛg nsoò kìseŋi ki Bɛ̀ll fìɓàg. 
1CO.10.33,"Fɛlɛ yɛ̀ɛ mɛ̀ɛ ntèeteèsì nyoo lɛ mpuɓsi ɓum ɓɛ̀cèm mɛ̀rem ɓi ɓìɓan ɓicèm; mɛ̀ ǹ-yin ɓiì kaakaa kirɔɔ kɛ̀m ki mɛ̀ɛmiɗ, nkaakaa lɔŋ kirɔɔ ki ɓum lɛɛ̀gwey lɛ di ɓɛɛ ghɛǹ cɛɓ."
