livre.chapitre.verset,Bafia
LUK.12.24,"Ghɛɛna ɓà ɓɛ̀haŋhag, ɓɛ ri lɛ, ɓɛ̀ kɛɛ̀ ɓɛ̀y ɓɛ̀ kɛɛ̀ ki ɓùmi, ɓɛ̀ kɛɛ̀ ki ɓa ri fìnyam fidɛŋ, nsoò zarò, kìɓan kifog, Bɛ̀ll à ɗiɗìsì ɓɔ; ɓi mis mɛ Bɛ̀ll, ɓì rì ɓyoo gìn-i-ɓyom à cee tììlì. "
LUK.12.25,Ghɛn anɛ ɓi mìni yɛɛ ri lɛ à ràɓsì cɛɓ kii nsoò lɛsàg lɛ yɛ̀ɛ nɗem wii wɛɛ̀ cɛɛcɛɛ̀rɛ̀n? 
LUK.12.26,"Yɛ̀ɛ ɓi yin ɗi ìtèɗ wulɛ ɓi ki maa com ɗì maa com, ki ghɛɓsii min cɛ lɛ mɛ̀rem min mɛɛ cɛɛ̀cɛ̀ɛ̀rɛ̀n ɓi ɓìɓan ɓimbog? "
LUK.12.27,"Ghɛɛna yɛ̀ɛ ɓyaaɓi ɓi ti ɓi tɔɓkì, ɓi yin ɓiì sasali, ɓyɛ̀ kɛɛ̀ ki tìŋ ɓilàà, nsoò fɔlɔɔ, ǹkalii mìni lɛ, nsoò rì gɛ ìkum wiì Salomɔŋ, à waatɛ̀ngà ɓi ɓilàà ɓi ɓi kpaŋi yɛ̀ɛ ɓi ɓyaaɓi. "
LUK.12.28,"I Bɛ̀ll à mɛ rɛ̀ŋ ɓyaaɓi ɓi ɓi ri ɓi dɛm gɛɛ̀nɛ, ɓyɛɛ̀ɓi ɓɛ ɓiì tɔ̀ni riduri, lannɛ mìni ɓɛɛ̀ɓɛ à ɓiì rɔ̀ɓi min kɛ̀ɛ rɛ̀ŋ, mìni ɓum ɓɛ maa rìgherɛ̀n lɛsàg ɓɛ? "
LUK.12.29,"Fɔɔnnɛ mɛ̀rem min mɛ̀ kɛɛ̀ ɓiisɛn ki cɛɛcɛɛ̀rɛ̀n rì com ki ɓì rì ɓiì ɗiì nsoò lɛ, ki ɓì ɓiì nɔɔ̀. "
LUK.12.30,"Ɓisuulɛ ɓìlɔ̀ŋ ɓimbog ɓi ɓi ziinɛ ɓi ɓi, gherɛɛ ɓi Bɛ̀ll ɓyɛɛ ɓiisɛɛ kì kaakaa ɓyom ɓìn ɓìcèm. Yiina lɛ Tààta wìn à yii lɛ, ɓì ghɛ̀ɛ̀sɛɛ kì ɓaà rì ɓyom ɓìn. "
LUK.12.31,Nni com ki ɓì ghɛ̀ɛ̀sɛɛ kì kaà ki ri kìlɔ̀ŋ ki Bɛ̀ll fɔɔlɔɔ nnɛ Bɛ̀ll à ɓiì ɓɔɓtɛɛ mini ɓyom ɓiǹ ɓìcèm. 
LUK.12.32,"Maa kìtuu à jɔ̀ɔ̀ ànɛ, kɔ̀ɔ risi com, lɛ ki kɔngà Tààta wìn lɛ, a fa mìni kìlɔ̀ŋ kii."
LUK.12.33,"Kàɓkiina ɓyom ɓìcèm ɓi ɓì rì rì ɓyɔ, ɓì ki fa mɔ̀ɔ̀ni mɛ miì rì ɓɛ̀soghàsogha; ɓaana rì ɓɛ̀ɓàm ɓɛ mɔ̀ɔ̀ni ɓɛ ɓɛ yin lɛ ɓɛ ɗilɛ̀n, ɓì ki ɓa ɓi ɗyoo ɓi ɗùm rì ìkum wu wɛ̀ kɛɛ̀ lèg, jàŋ inɛ wiiwìì à yin lɛ à wuɓsɛ̀n, nsoò zeg yɛ̀ kɛɛ̀ ɗi wɔ; "
LUK.12.34,"ɓisuulɛ jàŋ inɛ ìkum wɔɔ wu ri, wɔɔ nnɛ ǹɗem wɔɔ wu ɓiì ɓaà girig."
LUK.12.35,"Sìnɛɛna ɓɛ̀kànɗa ɓi ɓìɓon, ɓì ki càɗ ɓɛ̀lamɓà ɓin ɓɛ ròòrooyɛn. "
LUK.12.36,"Ɓaana fɛlɛ yɛ̀ɛ ɓɛ̀kìì-ɓìsay ɓɛ ɓɛɛ̀ ɓoŋɓoŋ lɛ masà wàà a sug yì tìcàɓ ti riwɛy, ɓɛɛ nɛm nyi naa di à kpaŋi à ɓog naa. "
LUK.12.37,"Mààgh rì ɓɛ̀kìì-ɓìsay ɓɛ masà wàà à ɓiì tanɛɛ di ɓɛ kɔkɔrii fɔlɔɔ cem. Ǹkalii mìni saaɗ lɛ, masà wàà à ɓiì sìnɛɛ sànjà, à kpaa lɛ ɓɛɛ kɔɔ̀si ɓɔ ɓi zi, di nyimiɗ a yu ɓɔ kì faà ɓyom ɓi ɗiyɛn. "
LUK.12.38,"Àa soo kpaŋi mɛ̀kɛ̀ɛ̀ mɛɓɛɛ̀, nsoò lɛ mɛraa, à tanɛ̀n ɓɔ cem, lɔŋ mààgh wàà. "
LUK.12.39,"Konaaghna kì yii lɛ, i ŋwaàmɛɛ àa rì lɛ à yi cààmɛ̀n ki wiiwìì à rì nyi ɓiì yùu wii, di à rì rì ìtèɗ wulɛ à kɔ̀rì saalo, kɛ̀ɛ càɗ lɛ ɓɛɛ ɓɛg nyi naa. "
LUK.12.40,"Fɔɔnnɛ mìni girig kɔ̀riina cem ɓì ɓoŋɓòŋ, ɓisuulɛ Man à mum à ɓiì kpaŋì ɓi cààmɛ̀n ki mìnii yitii ɓi lɛ, à rì lɛ à kpaŋ."
LUK.12.41,"Fɔɔnnɛ Pyɛɛri à tɔkà nyi lɛ: Kan, dàɗkì ìnɛ ù teri ìnɛ, ì rì ɓisu wis giǹ, ɓisuu ɓum ɓɛ̀cèm? "
LUK.12.42,"Kan à ɓàg nyi lɛ: Ghɛn yɛ̀ɛ ri syeesyee à m̀ɓèŋì-ìkum anɛ à rì rì ɗyomzɛ̀n, nnɛ masà à rì ɓiì reɓsɛɛ ɓɛ̀kìì-ɓìsay ɓii ri nyi, lɛ a rɔɓ ɓɔ kì faà gàɓ yàà i ɓìɗilàg, ɓi cààmɛ̀n ki ki ghɛɛ̀sɛɛ. "
LUK.12.43,"Mààgh rì ǹkìì-kìsay ànɛ masà wìì a sughiì, à tanɛ̀n lɛ a kìki lɔŋ fɔlɔɔ. "
LUK.12.44,"Ǹkalii mìni syeesyee à rìkalì lɛ, à rì nyi ɓiì faà ìtèɗ wulɛ a ɓeŋ ìkum wii wucèm. "
LUK.12.45,"Kìɓan kifog, ǹkìì-kìsay anɛ à fèegh ɓi nɗem wii lɛ: Masà wɛ̀m à ɓɔriì ɓi risug, nnɛ à tumɛɛ rìkwiy ɗi ɓɛ̀kìì-ɓìsay lɛ rì ɓɛ ɓɛ̀yiɓ rì ɓɛ ɓɛbaŋì, à kì lɛ, à ɗi à nɔ mɛ̀rɔ̀g à ŋwaŋ, "
LUK.12.46,"masà à ŋwaànɛ̀n à ɓiì yùu ŋwos anɛ nyii yii ɓi, ɓi cààmɛ̀n ki nyii feègh ɓi lɛ a yùyù. Fɔɔnnɛ à rì nyi ɓiì ɓwingii, à ki fa nyi mɛ̀lèɓ mɛ mɛ ghɛɛ̀sɛɛ rì ɓumɓɛ mum kɛ̀ɛ tyweeyi. "
LUK.12.47,"Nni ǹkìì-kìsay anɛ à ɓiì kìi lɛ, à yi lɔŋ rikɔ̀n ɗi masà wìì, wɔ̀lɛ kɛ̀ɛ ki nyuŋɛn, kɛ̀ɛ kì rikɔ̀n ɗii, ɓɛ ri nyi ɓiì ɓoògh bàlì ì mɛ̀kpas lɛɛ̀gwey. "
LUK.12.48,"Kìɓan kifog, ǹkìì-kìsay ànɛ à yii ɓi masà wìì a kìsay, à ki kìki ɓiɓeɓtàg ɓi ɓiɓan nnɛ ɓɛ ri ɓiì ɓoògh bàlì ì mɛ̀kpas lɛsàg. Ŋwaànɛ ɓɛ faghà lɛɛ̀gwey nnɛ ɓɛ ri ɓiì tɔɔ̀gh lɛɛ̀gwey; fɔɔnnɛ ŋwaànɛ ɓɛ reɓsɛ̀ngà ɓyom lɛɛ̀gwey ri nyi, innɛ ɓɛ ɓiì ɓiisɛɛ ki tɔɔ̀gh lɛ a say lɛɛ̀gwey."
LUK.12.49,"Mɛ̀ ǹ-yùghà kì ghɛ̀ŋzɛɛ ɗuu ɓi ziinɛ, i ɗi mɛ ki ròò, cɛ kidɛŋ kɛɛ̀ki ǹɗì lɛ ǹfɔmfɔ̀m tì! "
LUK.12.50,"Ǹghɛ̀ɛ̀sɛɛ kì ɓàɓtɛɛ rikuu ɗi bàɓtis ɗidɛŋ, ǹki ti lɔŋ yɛ̀ɛ di bàɓtis ìncèm yàa kìlɛɛ. "
LUK.12.51,Ɓi fèki nya lɛ ǹ-yùghà kì faà fyòoog ɓi ziinɛ? Èe èe! ǹkalii mìni lɛ lɔŋ gasɛ̀n yɛ̀ɛnɛ ǹ-yùghà kì foŋì. 
LUK.12.52,"Lɛ à tumɛ̀n ɓi cààmɛ̀n ki, i ɓum ɓɛtaǹ ɓɛ ri naa bog, ɓɛ ri ɓiì lànɛɛ lɛ, kìraa ki ɓum kɛ̀ kɛɛ̀ wooghrɛn ri kìɓɛ̀ɛ̀ kim̀bog, kìɓɛ̀ɛ̀rɛn ki ɓum kɛ̀ kɛɛ̀ wooghrɛn ri kìraa kim̀bog. "
LUK.12.53,"Seŋi àa wooghrɛn ɓi jɛ̀ɛ̀ ɓɛɛ̀ dɛlì yìì, jɛɛ kɛɛ̀ wooghrɛn ɓɛɛ̀ gɔ̀n yìì, kèegh à giɓ ɓɛɛ̀ gili man ɓɛ̀ kɛɛ̀ kpaŋ kirɔɔ."
LUK.12.54,"Nni Yeesus à kpaatìghà gwìy ì ɓum lɛ: Ɓì ti i ɓì ghɛɛ di kìkwìɗ ki pɛsɛɛ yì ɓi ɓɛg à rìnɔ̀ŋɗàg ɗi ŋwos, ɓì ghaàgh kì kpaà lɛ, bwey ì tiì, ki ki ɓa fɔlɔɔ. "
LUK.12.55,"I ɓì ghɛɛ lɛ bɛ̀ɓ ì rìì ɓi ɓɛg à duŋzi, ɓì kpaa lɛ: Ŋwos a rì biì lòmi, ki kilɛ̀n fɔlɔɔ. "
LUK.12.56,"Mìni ɓum ɓɛ fyɛɛ̀-fyɛɛ̀ ɓi ŋwɔm ìghèy ɓi ɗùm, ɓì yii lɔŋ rifiɓì ɗi ɓyààmɛ̀n ɓi rìseèsèèrɛ̀n ɗi zi rì ɗi ɗyoo; nni ɓi cɛ nnɛ ɓì yii ɓi righasì ɗi cààmɛ̀n ki tì rɛrɛlii miì kì?"
LUK.12.57,Ɓisuucɛ nnɛ mìniì ɓɔmiɗ ɓì yin lɛ ɓì ghɛn ɓìɓan ɓi ɓi ri lɛ saaɗ. 
LUK.12.58,"Cààmɛ̀n ki ɓi kɛ̀nkɛn ɓi naà-ɓɛ̀yɔ̀m lɛ, rì wɔ̀ rì bakìɓan wɔɔ̀, kaaya bee inɛ lɛ ɓi pegsɛn kìɓan kiǹ di ɓì kaka ɓi bee, kɛ̀ɛ̀ fɔlɔɔ, à ɓiì kɛ̀ɛ ri wɔ̀ ɓi mis mɛ ɓɛ̀yɔ̀mì ɓìɓan, ǹ-yɔ̀mì nyii ceesì wɔ̀ rì ɓɛ̀sujàà, ɓɛ̀sujàà ɓɔɔ pig wɔ̀ ɓi naà-zày. "
LUK.12.59,"Ǹkalii wɔ̀ lɛ, wàa kpaŋ yi ɓi naà-zày ìnɛn di ù ka pee ɓi pon wɔɔ̀, nsoò fìraŋ̀ fìfog fyɛ̀ kɛɛ̀ rɔ̀ɓ."
LUK.13.1,"Ɓi cààmɛ̀n kiǹ, ɓum ɓɛdɛŋ ɓɛ yughà kì kpaà Yeesus kìɓan ki ki kighà ɓumɓɛ a Galile ɓɛ ɓɛ yughà kìɓɔgsii Bɛ̀ll rì ɓìtuwe ɓi lɛ ɓɛɛ funɛn, Pilat à ki cuusi lɛ rì ɓɔ, rì ɓìtuwe ɓyaa. "
LUK.13.2,"Nni Yeesus à ɓàkà ɓumɓɛ̀n lɛ: Ɓi fèfeg nya lɛ ɓumɓɛ a Galile ɓɛǹ ɓɔ yɛɛ m̀pɔ̀ɔ̀zii kì ɓaà ɓɛ̀kìì-kìɓe ɓɛ cee ɓum ɓɛm̀bog ɓɛ a Galile, yɛ̀ɛ ɓɛ ǹtulɛɛ rì rìkuu ɗi ǹtɔɓ ɗìn? "
LUK.13.3,"Ki yin fɔlɔɔ. Ǹkpaa mìni lɛ, i ɓì lɔ̀ɔ̀ghrɛɛ ɓi mɛrem, ɓì ɓiì cuù ɓɛ̀sɛ̀ɛ̀ ɓɛ̀cèm lɔŋ yɛ̀ɛ ɓumɓɛ̀n. "
LUK.13.4,"Gìn ɓum ǹtɛ̀ɗ ɗì taàraa ɓɛ mɛɛ mɛ a Silowe mɛ ɓangà, ɓɛ cuu, ɓɛɛ ɓiisɛ̀ngà kì kìi kiɓe ɓɛ cee ɓum ɓɛ̀cèm ɓɛ a Yorisalɛm ɓi rìghɛn ɗin? "
LUK.13.5,"Ki yin fɔlɔɔ. Ǹkpaa mìni lɛ, i ɓì lɔ̀ɔ̀ghrɛɛ ɓi mɛrem, ɓì ɓiì cuù ɓɛ̀sɛ̀ɛ̀ ɓɛ̀cèm lɔŋ yɛ̀ɛ ɓumɓɛ̀n."
LUK.13.6,"Fɔɔnnɛ Yeesus à teetìghà ɓɔ dàɗkì lɛ: Ŋwaàdɛŋ yɛɛ ɓɛlà fìgyee ɓi dɛm yiì, nni à yùghà lɛ a kɛs ɓìɗùn ɓi kìte kiǹ, kìɓan kifog, à tanɛ̀n kɔ kɛ̀ɛ̀ kìɗùn nsoò kìfog. "
LUK.13.7,"Nni à kpaaghà min mum ànɛ àa m̀pègsàg nyi dɛm lɛ: Ghɛna bèg yiraa yɛɛ rari lɛ, yɛ̀ɛ ǹtumɛ̀ngà rìyù lɛ nkɛs ɓìɗùn ɓi fìgyee ànɛ, wɔ̀lɛ, kɛ̀ɛ ǹtanɛn com miì, nni kpɛ̀ɛ̀ya nyi, à rɛrɛlii foo à ɗiɗì ìkɔ̀ɔ̀ zɛy ɓisuucɛ? "
LUK.13.8,"Fɔɔnnɛ m̀pègsɛ̀n-dɛm a kpaaghà lɛ: Kan, ka cààti ɓà fìgyee ànɛ̀n ɓi bèg ìnɛ, ǹɗì ɓiì timii ǹɗyèm wii ǹcèŋzɛ̀n, ǹfoŋ kìkùnkùn miì. "
LUK.13.9,"Ɓaà yi ɓi à rì lɛ à wum ɓìɗùn ɓi mɛ̀ru mɛ asu; i à wumi ɓi, fɔlɔɔ nnɛ ù kpɛ̀ɛ̀ min nyi."
LUK.13.10,"Yɛ̀ɛ Yeesus à rèrèsàkà ɓum ɓi naà-bɔ̀ŋzɛ̀n ìdɛŋ ŋwosi Saɓàt, "
LUK.13.11,"giɓ adɛŋ à ɓaghà wɔɔ ri kìɓeɓtàg ki nghay ki ki lɛmzìghà yi, kìlɛm kìn ki ɓaghà di ki ti bèg ǹtɛ̀ɗ ɗì taàraa, nyii rɔɓ mɛ̀laŋ, kɛ̀ɛ̀ bee inɛ lɛ à rɛlì tì lɛsaaɗ. "
LUK.13.12,"Yɛ̀ɛ Yeesus à ghɛngà giɓ anɛ̀n, à reŋì nyi, à kpaa nyi lɛ: Giɓ, ù wɔ̀ni kìlɛm ki! "
LUK.13.13,"Fɔɔnnɛ à saghìghà min nyi ɓyàg ɓi nyòò, giɓ anɛ̀n à sugtì kì rɛlii lɛsaaɗ lɔŋ a-kɔ̀ɔ̀, à ghagsɛ̀n ɗì rìɓɔgsì ɗi Bɛ̀ll. "
LUK.13.14,"Wɔ̀lɛ ǹlàmì naà-bɔ̀ŋzɛ̀n à wokà bim ɗi rìwɔ̀ɔ̀zì ɗi Yeesus à wɔ̀ɔ̀zìghà giɓ anɛ̀n ɗiǹ ŋwosi Saɓàt; à kpaa min gwìy ì ɓum ìnɛ ì ɓaghà wɔɔ lɛ: Ɓɛ̀ŋwos ɓɛ mum à ghɛ̀ɛ̀sɛɛ kì kìi kisay miì, ɓɛ ri taàfog, yùlaaghna kìɓoorɛɛ ɓi ɓɛ̀ŋwos ɓɛǹ, à cee lɛ ɓi yu ŋwosi Saɓàt. "
LUK.13.15,"Fɔɔnnɛ Kan à ɓàkà nyi lɛ: Ɓì rì lɛ fyɛɛ̀-fyɛɛ̀ ɓi ŋwɔm ìghèy ɓi ɗùm; mum ǹcèm ànɛ ɓi mìni a ti kɛ̀ɛ fùmi sanìnya wìì, nsoò lɛ jàɗki yìì, à kɛ̀n yɔ̀ ki nɔsii mɛnig ŋwosi Saɓàt? "
LUK.13.16,"Nni giɓ anɛ à rì ànɛ, à rì ɓi boo ì mum yì Abiraham, nyi nnɛ Satàn a ɓangà, à kàŋ bɛn, gɛɛ̀nɛ bèg ǹtɛ̀ɗ ɗì taàraa. Nni ki ghɛɛ̀sɛɛ ɓi lɛ ɓɛɛ fumi nyi bɛn yin ŋwosi Saɓàt? "
LUK.13.17,"Yɛ̀ɛ Yeesus à kpaaghà fɔlɔɔ, ɓɛ̀bènàbena ɓii ɓɛ̀cèm ɓɛ wog ǹtoòrìɗ. Wɔ̀lɛ gwìy ì ɓum ìnɛ ì ɓaghà wɔɔ ì nyàànyààghà rì dàm yi ɓiɓan yicèm yi à kìkìghà."
LUK.13.18,"Nni Yeesus à kpaatìghà lɛ: Kìlɔ̀ŋ ki Bɛ̀ll ki pisɛɛ ɓà ri cɛ, nni mɛ̀ ǹki rì ɓà lɛ ǹfèg kɔ rì cɛ? "
LUK.13.19,"Kìlɔ̀ŋ ki Bɛ̀ll ki pisɛɛ rì maa zàm à kìte ànɛ mum à teri, à ɓɛ̀y ɓi dɛm yiì, à ròò, à tɔɔ, à ghay kìte, tììlì ti ki toŋ ɓilaa ɓyaa ɓi myaɓ mɛ kite kiǹ."
LUK.13.20,"Nni Yeesus à kpaatìghà ɓɔ lɛ: Cɛ kɛɛ̀ki ǹɗi lɛ, ǹfègtì ɓà kilɔ̀ŋ ki Bɛ̀ll rì kɔ? "
LUK.13.21,"Ki ri fɛlɛ yɛ̀ɛ nwìɗ ànɛ giɓ a teri à foŋ ɓi vèg yi ǹkùŋ wu kipɛn yiraa, à kpaŋ yɛ̀ɛ nwìɗ a ɓiì kìi lɛ kìpɛn kìn kɛɛ nurɛǹ di ɓɛ mɛ fyèè."
LUK.13.22,"Yeesus à rerènìghà lɛ, rì bàn ɗì jɛ̀m i ɓilɔ̀ŋ, di a rèeresàg ɓum ɓìɓan ɓi Bɛ̀ll, à ki ròroŋi bee inɛ a Yorisalɛm."
LUK.13.23,"Nni ŋwaàdɛŋ à tɔkà nyi lɛ: Kan, lɔŋ maa gàɓ à ɓum lɛsàg yɛ̀ɛ ri ɓiì ghɛɛ̀ cɛɓ ɓi kìlɔ̀ŋ ki Bɛ̀ll? Yeesus à ɓàg min ɓɔ lɛ. "
LUK.13.24,"Tèèsiina nyoo lɛ ɓi ɗiŋi ɓisuunaa wu sɔgsɔ̀ɔ̀g ɓisuulɛ, ɓum lɛɛ̀gwey ɓɛ kaa gɛ bee inɛ ɓɛɛ ɗiŋì, ɓɛ̀ kɛɛ̀ ghɛn, mɛ̀ yɛ̀ɛ kpaa mìni! "
LUK.13.25,"Yɛ̀ɛ ŋwaàmɛɛ a pɛ̀sɛɛ gɛ aɗyòò à sìm ìsuunaa, mìni ɓɛ ɓì rɔ̀ɓi gɛ ɓi ɗyɔ̀m, ɓì tumɛɛ gɛ rìɓog ɗi isuunaa di ɓi kpaakpaa lɛ: Kan nɛma ɓìsi naa, fɔɔnnɛ à bàagh gɛ mìni lɛ: Mɛ̀ ǹ-yii ɓi jàŋ inɛ ɓì pɛ̀sɛɛ yì. "
LUK.13.26,"Fɔɔnnɛ ɓì tumɛɛ gɛ min rikpaa lɛ: Tì kìghà lɛ, tì ɗiɗì tì nɔnɔ̀ ǹɗaŋ ri wɔ̀, ù ki rèsàkà ɓìɓan ɓi Bɛ̀ll ɓi ɓìɓàà ɓis. "
LUK.13.27,"Nni nyii ɓàagh gɛ mìni lɛ: Ǹkalii mìni lɛ ǹ-yii ɓi jàŋ inɛ ɓì pɛ̀sɛɛ yì, ghaghiina mɛ̀ ɓi mis, lɛ mìni ɓɛ̀sɛ̀ɛ̀ ɓɛ̀cèm, ɓì rì ɓɛ̀kpàn ɓɛ kiɓe. "
LUK.13.28,"Fɔɔnnɛ ɓì rènɗeni gɛ, ɓì ŋààŋààdì min, di ɓyàa ghɛn lɛ rì Abiraham, rì Isag, rì Yakɔɓ, rì ɓɛ̀kpaŋzì-ɓìɓan ɓɛ̀cèm ɓi kìlɔ̀ŋ ki Bɛ̀ll, ɓɛ ki tyɔg mini ɓi dan. "
LUK.13.29,"Ɓumɓɛ pɛ̀saagh gɛy a rìkpagì ɗi ŋwos, rì a rìnɔ̀ŋɗàg ɗi ŋwos, ɓɛdɛŋ ɓɛ pɛsɛ̀n yì ǹkòkwey, ɓɛm̀bog yì duŋzi, ɓɛ yu kì kɔ̀rii a kìsɛ̀nɛ̀ ki ɓi kìlɔ̀ŋ ki Bɛ̀ll. "
LUK.13.30,"Fɔɔnnɛ ɓum ɓɛdɛŋ ɓɛ ɓi ɓɛ̀yùù ajɛ̀m, ɓɛ ɓaa gɛ ɓi ɓumɓɛ asu; ɓɛ̀ro ɓɛdɛŋ ɓɛ ɓi ɓumɓɛ asu, ɓɛ ɓaa gɛ ɓumɓɛ ajɛ̀m."
LUK.13.31,"Ɓi cààmɛ̀n kiǹ, Ɓɛ̀fàrìzyɛŋ ɓɛdɛŋ ɓɛ yughà kì kpaà Yeesus lɛ: Pɛ̀sɛn fɛ, u ghaagh, lɛ Eroodɛ a kɔ̀nkɔn lɛ a wey wɔ̀. "
LUK.13.32,"Nni Yeesus à ɓàkà ɓɔ lɛ: Kɛ̀ɛna kì kpaà kìbina kiǹ lɛ: Ghɛɛna nnànaɓ ɓiɓeɓtàg ɓi mɛghay, ǹki wɔ̀ɔwɔɔ̀zì ɓum lɛ rì gɛɛ̀nɛ rì rìduri, mɛ̀ru mɛɓɛɛ̀ fɛlɛ, di m̀mɛ lègsi kisay kiǹ. "
LUK.13.33,"Kìɓan kifog, ǹghɛ̀ɛ̀sɛɛ lɛ ǹghagsi rìkɛ̀ɛ̀ ɗyɛm̀ à tumɛɛ gɛɛ̀nɛ, à kpaŋ rìduri rì mɛ̀ru mɛɓɛɛ̀, ɓisuulɛ ǹkpaŋzì-ɓìɓan a ghɛ̀ɛ̀sɛɛ ɓi ki wiì jàŋ idɛŋ, lɔŋ a Yorisalɛm."
LUK.13.34,"Wɔ̀ Yorisalɛm! Wɔ̀ Yorisalɛm! Wàànɛ u kìki lɛ, ù cuùcùùsì ɓɛ̀kpaŋzì-ɓìɓan, ù ki wowey ɓumɓɛ Bɛ̀ll à ti à romgìì wɔ̀, di u roorogì ɓɔ gɔ̀g; gɛ̀n yaŋ yɛɛ̀ yi m̀mɛ kaa bee inɛ ǹtaŋzɛn ɓɔn ɓɔɔ fɛlɛ yɛ̀ɛ jɛɛ à zag a taŋzag ɓɔn ɓii a mɛ̀keɓ zi, kɛ̀ ɓi kɔ̀n! "
LUK.13.35,"Nni ghɛɛna lɛ, ɓɛ ɓiì rinii mɛɛ min kìɓan kifog, ɓyàa ghɛɛ̀di ɓi mɛ à kpaŋ ŋwos anɛ ɓì ɓiì kalii lɛ: Bɛ̀ll a maŋ̀ roànɛ à yùu yì ɓi ɗii ɗi Kan."
LUK.14.1,"Ŋwosi Saɓàt, Yeesus à ɗiŋìghà ɓi naa ì rìfòm ɗi Ɓɛ̀fàrìzyɛŋ, ɗidɛŋ, lɛ a ɗi ɓìɗilàg. "
LUK.14.2,"Fɔɔnnɛ ɓumɓɛ ɓɛ ɓaghà wɔɔ ɓɛ fifìɓìghà Yeesus lɛ syeesyee; ŋwaàdɛŋ ànɛ à roròɓkà fìroɓ fi mìkakɛn mɛkòò, à rɛrɛ̀lìghà nyi asu. "
LUK.14.3,"Nni Yeesus à tumɛ̀ngà ɓìtòkì, à tɔg ɓɛ̀rèsàg-ɓìdɔ̀gsɛna rì Ɓɛ̀fàrìzyɛŋ lɛ: Ɓìdɔ̀gsɛna ɓi kpaa nya lɛ, ɓɛ ri lɛ ɓɛ wɔɔ̀zì mum ŋwosi Saɓàt gìn ɓɛ yin lɛ ɓɛ wɔɔ̀zì? "
LUK.14.4,"Ɓumɓɛ̀n ɓɛ minɛ̀n nyi. Fɔɔnnɛ à tekà roròɓ ànɛ̀n, à wɔ̀ɔ̀zì nyi à kpaa nyi lɛ a sug. "
LUK.14.5,"Nni à kpaaghà min ɓumɓɛ̀n lɛ: Ghɛn anɛ ɓi mìni yɛɛ ri lɛ à kì lɛ, i man wiì nsoò lɛ sanìnya wìì a kpìi ɓi rìɓee ŋwosi Saɓàt, à rɔ̀ɓ kɛ̀ɛ rùnɛn lɛ a sɔŋi nyi lɔŋ wɔɔ foo? "
LUK.14.6,Ɓumɓɛ̀n ɓɛ ghɛngà ɓi ŋwɔm wu ɓàghɛn nyi ǹtɔɔ̀tɔɔgh wiǹ.
LUK.14.7,"Yɛ̀ɛ Yeesus à seesèèghà di ɓum ɓɛɛ̀ ɓɔ̀nɓɔn mɛkɔ̀ɔ̀ mɛ syeesyee, nni à tekà ɓɔ dàɗkì ìdɛŋ à kpaa lɛ: "
LUK.14.8,"I mum à reŋii wɔ̀ a kìsɛ̀nɛ̀ ki riwɛy, kɔ̀ɔ kɛ̀n ki kɔ̀rii ɓi-kɔ̀ɔ̀ wu asu, lɛ ŋwaàdɛŋ ànɛ à cee wɔ̀ ɓi nkoŋ a rì lɛ à ɓa girig ǹɗeŋiyɛn a kìsɛ̀nɛ̀ kiǹ; "
LUK.14.9,"ɓi lèg ànɛ lɛ, ŋwaànɛ à reŋii mìniìcèm à rì lɛ à yù wɔ̀ kì kpaà lɛ, u nɛm ŋwaàmbog ànɛ̀n ìkɔ̀ɔ̀, fɔɔnnɛ ǹto wu ri wɔ̀ ɓiì rìri ɓi rìkɛ̀n ɗi ù rì ɓiì kɛ̀ɛ ki kɔ̀rii ɓi-kɔ̀ɔ̀ wu ajɛ̀m. "
LUK.14.10,"Nni kìlag lɛ i mum à reŋii wɔ̀ ɓi kìsɛ̀nɛ̀ ù kɛ̀n kì kɔ̀rii ɓi-kɔ̀ɔ̀ wu ajɛ̀m di fɔlɔɔ nnɛ ŋwaànɛ à reŋii wɔ̀ a ki lɛ, i à yùu yì, à kpaa wɔ̀ lɛ, Ceeya kì kɔ̀rii fɛlɛnii asu. Rìkì ɗiǹ ɗi ri wɔ̀ ɓiì faà rìmum ɓi mis mɛ ɓum ɓɛ̀cèm ɓɛ ɓɛ ri a kìsɛ̀nɛ̀ kiǹ. "
LUK.14.11,"Mum ǹcèm ànɛ à ɓiì ɓɔgsii nyimiɗ innɛ ɓɛɛ ɓiì sɛɛ̀dii, wɔ̀lɛ roànɛ à rì ɓiì sɛɛ̀dii nyimiɗ ɓi zi, innɛ ɓɛ ri ɓiì ɓɔgsii."
LUK.14.12,"Fɔɔnnɛ Yeesus à kpaaghà girig ŋwaànɛ à reŋìghà nyi a mɛɛ mii lɛ: I ù rì ɓi kìsɛ̀nɛ nsoò rì ŋwos, nsoò cɛŋkò, kɔ̀ɔ reŋɗɛn lɛ rì ɓɛ̀reŋkàŋ ɓɔɔ rì ɓɛ̀geni ɓɔɔ, nsoò boo yɔ̀ɔ̀ i ɓum, nsoò ɓɛ̀ba-gòŋzɛn ɓɔɔ, ɓɛ ɓɛ ri rì ìkum ɓisuulɛ ɓɔ girig ɓɛ ri lɛ ɓɛ reŋì wɔ̀ a lɔ̀ŋkaa, ɓɛ leɓ wɔ̀ ɓìɗilàg ɓi ù faghà ɓɔ. "
