livre.chapitre.verset,Bafia
ROM.6.22,"Nni ɓigomìnɛ ɓì ti ɓɛ̀ kòrɛn ɓi kìɓe, ɓì mɛ ki ghay ɓɛkpàn ɓɛ Bɛ̀ll, rìfɔ̀n ɗi ɓì rì rì ɗyɔ ɓi rìɓa ɗìn, ɗi ri cɛɓ ki ki ri kìtɛnɛn, rìsyɔn ɗi miì ɗi ɓa cɛɓ ki fiɗyàɓ fikɔ̀ɔ̀. "
ROM.6.23,"Ɓisuulɛ mɛ̀lèɓ mɛ kiɓe mɛ ri lɛ rìwu, kìɓan kifog, rìɓòò ɗi Bɛ̀ll a kìki ɓum zɛy ɗi ri cɛɓ ki fiɗyàɓ fikɔ̀ɔ̀ ɓi Yeesus Kiris à Kan wìs."
ROM.7.1,"Ɓɔɔsoŋ̀, (mɛ̀ ntòtog ri ɓumɓɛ ɓɛ yii com ki lɛ kìdɔ̀gsɛna) ɓì yii ɓi lɛ mum à rì ɓi rìlàmì ɗi kidɔ̀gsɛna cààmɛ̀n kìcèm ki a ka ghɛghɛ̀ɓ. "
ROM.7.2,"Fɔlɔɔ nnɛ kìdɔ̀gsɛna ki riwɛy ki rari giɓ ri yii wiì cààmɛ̀n kìcèm ki yii à kaka ɓi cɛɓ, wɔ̀lɛ i yii à wii, kìdɔ̀gsɛna ki riwɛy kɛ̀ kɛ̀ɛ ràɗ ti nyi rì ŋwaànɛ̀n. "
ROM.7.3,"Nni i à kɛ̀ɛ rìwɛy ɗi mum àdɛŋ di yii à kaka ǹto ɓi kìmììgh, ɓɛ roò nyi ɗii lɛ ǹkìì-tìsɔ̀mɔ̀g, wɔ̀lɛ i yii à wii, giɓ anɛ̀n kɛ̀ɛ ɓa ti ɓi rìlàmì ɗi nsiŋdɛn wu riwɛy, ɓi lèg ànɛ lɛ, àa soo kɛ̀ɛ rìwɛy ɗi ŋwaàdɛŋ, ɓɛ yin lɛ ɓɛ kpaa lɛ à kìi fìsɔ̀mɔ̀g. "
ROM.7.4,"Ɓɛ̀geni ɓɛ̀m, ki ri girig fɔlɔɔ ɓisu win ɓi san ànɛ a ɓìdɔ̀gsɛna, ɓì rì ɓiloŋ lɛ nyoo ì Kiris, lɛ ɓi ɓa ɓumɓɛ ɓɛ wooghrɛɛ rì ŋwaàdɛŋ; ɓigomìnɛ, ɓì wooghrɛɛ rì roànɛ à ghèmɓɛ̀ngày a ɓìloŋ lɛ di ti ki ɓìɓan ɓi syeesyee ɓisuu Bɛ̀ll. "
ROM.7.5,"Lɛ cààmɛ̀n ki tì nɔ̀ɔ̀nɔ̀ɔ̀tìghà cɛɓ ki mɛmùù, zày ìnɛ lɛ ti kiki ɓìɓe ì yeèyèèsìghà ɓìsi nyoo bimiɗ, di ɓìdɔ̀gsɛna ɓi mɛ ghèmzi yɔ̀, lèg ànɛ lɛ ɓìɓan ɓi tì kìkìghà ɓi ɓaghà ɓìɓan ɓi lɛ ti cuù. "
ROM.7.6,"Nni ɓigomìnɛ, tì yiìdi ɓi rìkpàn ɗi ɓidɔ̀gsɛna ɓisuulɛ, tì wughà ɓi san ànɛ a com ki ki ɓanɓàngà ɓìsi ɓi rìkpàn, fɔlɔɔ nnɛ ti kìki Bɛ̀ll kìsay ɓi bee ì nyɔn ìnɛ ɓi Nghay, àa tì ɓi bee ì fìɗyàɓ ìnɛ ɓi ɓìdɔ̀gsɛna ɓi ɓi ri ɓi kaàtà."
ROM.7.7,"Nni cɛ kɛɛ̀ki tì rì min lɛ tì kpaa? Ɓìdɔ̀gsɛna ɓi ri nya kìɓe? Àg. Ɓi yin kiɓe nsoò lɛsàg, wɔ̀lɛ ɓìdɔ̀gsɛna ɓi kighà lɛ n-yi com ki lɛ kìɓe. Ɓisuulɛ i ɓìdɔ̀gsɛna ɓyɛ̀ kɛɛ̀ kpaa lɛ, kɔ̀ɔ lem com ki mum, mɛ̀ m̀ɓaghà ɓi lɛ ǹ-yi cɛ kɛɛ ri lɛ rìlem ɗi com ki mum. "
ROM.7.8,"Fɔlɔɔ nnɛ kìɓe ki ghɛngà kìrɔŋiɗ ɓi kìdɔ̀gsɛna kiǹ, ki ghèmzì mɛ̀ mɛ̀kuu mɛ zày mɛ̀cèm ɓi nɗem. Lɛ kìɓe ki ri kìloŋ jaŋ̀ inɛ ɓìdɔ̀gsɛna ɓi yin. "
ROM.7.9,"Abɛ̀y, di ɓìdɔ̀gsɛna ɓi ka yin, m̀ɓaghà rì cɛɓ, nni lɔŋ yɛ̀ɛ ɓìdɔ̀gsɛna ɓi yughày, kìɓe kɔ ghemɓɛ̀n, mɛ̀ ǹwu. "
ROM.7.10,"Fɔlɔɔ nnɛ ɓìdɔ̀gsɛna ɓi ɓi ghɛɛ̀sɛ̀ngà kì kìi lɛ mɓa rì cɛɓ, ɓyɛɛ kighà lɛ nwu. "
ROM.7.11,"Ɓisuulɛ kìɓe ki ghɛngà kìrɔŋiɗ, ki yegsì mɛ̀ rì ɓìdɔ̀gsɛna, ki ki wey mɛ rì ɓìdɔ̀gsɛna ɓyɔm̀ ɓiǹ."
ROM.7.12,"Fɔlɔɔ nnɛ ɓìdɔ̀gsɛna ɓyɔmiɗ, ɓi ri ɓìtɛnɛn, kìdɔ̀gsɛna kicèm ki ri lɛ, kɔ kìtɛnɛn, kɔ lɛ saaɗ, ki ki ɓa lɛ syeesyee. "
ROM.7.13,"Syeesyee à com à ghali yɛɛ lɔɔ com ki kɛɛ wey mɛ̀? Àg! À ghali ɓi nsoò, wɔ̀lɛ kiɓe kɛɛ tekà com ki ki ri lɛ syeesyee, ki ki lɛ mɛ̀ nwu lɛ di kɛɛ resɛn lɛ ki ri kìɓe, ɓìdɔ̀gsɛna ɓi ɓa com ki kɛɛ resi yɛ̀ɛ kìɓe ki ɓeɓtɛɛ ki ciɓtàg."
ROM.7.14,"Lɛ tì yii lɛ, ɓìdɔ̀gsɛna ɓi ri kìɓan ki ɓi nghay, wɔ̀lɛ mɛ̀ ǹɗì mum ànɛ à rì rì nyoo ì mɛ̀mùù, nnyɛ̀ɛ ri, nkàɓɛn fɛlɛ yɛ̀ɛ ǹkpàn ɓi kìɓe. "
ROM.7.15,"Ɓisuulɛ, mɛ̀ɛmiɗ, ǹwoogh ɓi com ki nkìkì, com ki nkɔ̀nkɔn lɛ nki, kɛ̀ɛ nkì, wɔ̀lɛ com ki m̀ɓèèzɛɛ kɛɛ̀ki nkìkì. "
ROM.7.16,"I com ki nkìki ki ri com ki ǹkɔ̀ni ɓi lɛ nki, di ǹgherɛɛ yɛɛ lɔɔ lɛ, ɓìdɔ̀gsɛna ɓi ri syeesyee à com. "
ROM.7.17,"Nni àa mɛ̀ɛmiɗ yɛɛ̀ kìki kiɓan kiǹ, lɔŋ kìɓe ki ki ri mɛ̀ ɓi nɗem kɛɛ kìki fɔlɔɔ. "
ROM.7.18,"Ɓisuulɛ ǹ-yii lɛ ìtèɗ wu kìyɛn kiɓan ki syeesyee, wu kaarɛɛ mɛ̀, lɛ ǹɗì mum rì mɛ̀mùù, ǹɗi ɓeg lɛ nki kìrɔɔ, kìɓan kifog, kɛ̀ɛ mɓa ri ìtèɗ wulɛ ǹkì kɔ. "
ROM.7.19,"Mɛ̀ ǹti kɛ̀ɛ nkì kirɔɔ ki nkɔ̀nkɔn lɛ nki, lɔŋ kìɓe ki ǹkɔ̀ni ɓi kɛɛ̀ki ǹkìkì. "
ROM.7.20,"I mɛ̀ɛ nkìki com ki ǹkɔ̀ni ɓi, di àa mɛ̀ɛmiɗ yɛɛ̀ kìki kɔ, lɔŋ kìɓe ki ki ri mɛ̀ ɓi nɗem kɛɛ kìki kiɓan kiǹ."
ROM.7.21,"Nni màànɛ nkɔ̀nkɔn lɛ nki kìrɔɔ, ǹghɛɛ min lɛ: Kìɓe kɛ̀ɛ ri mɛ̀ nunùg. "
ROM.7.22,Ɓisuulɛ ǹti ǹnyààràg rì ɓìdɔ̀gsɛna ɓi Bɛ̀ll ɓi nɗem wɛ̀m ɓi ɗùm. 
ROM.7.23,"Kìɓan kifog kìdɔ̀gsɛna kidɛŋ ki ri mɛ̀ ɓi ɓìkàɓ, kɛɛ ɗùùɗuu ri ɓìdɔ̀gsɛna ɓi nɗem wɛ̀m wɛɛ̀ sɛsɛ̀g; kɔ yɛɛ ghaasii mɛ̀ ǹkpàn a kìsyɔ̀ɔ̀ ki ki komi kìɓe ki ki ri mɛ̀ ɓi ɓìkàɓ. "
ROM.7.24,"Rìkuu ɗi nyìighnyìg ɗyɛm̀ ɗi, ghɛn yɛɛ ri lɛ à pisì mɛ̀ nyoo ì rìwu ìnɛ ǹɗì ìnɛ rì yɔ̀?"
ROM.7.25,"Ɓìtògsɛ̀n rì Bɛ̀ll, lɛ Yeesus Kiris à Kan wìs. Fɔɔnnɛ ɓi nɗem wɛ̀m, ǹɗì ǹkpàn a ɓìdɔ̀gsɛna ɓi Bɛ̀ll, wɔ̀lɛ ɓi rìɓa ɗyɛ̀m ɗi ɓi mɛ̀mùù, ǹɗì ǹkpàn a kìdɔ̀gsɛna à kìɓe."
ROM.8.1,"Nni ɓigomìnɛ, ɓumɓɛ ɓɛ ri ɓi Yeesus Kiris ɓi ɗùm, ɓɛ yiìɗi ri bɛ̀lɛn nsoò lɛsàg, ɓɛ yiìdi ɓiì ghɛghɛɓi yɛ̀ɛ mɛ̀mùù mɛɛ̀ titini ɓɔ lɛ ɓɛɛ ghɛɓ, ɓɛɛ̀ nɔ̀ɔnɔɔ̀tì lɔŋ cɛɓ ki Nghay à Bɛ̀ll a rèresi ɓɔ. "
ROM.8.2,"Ɓisuulɛ kìdɔ̀gsɛna ki Nghay ànɛ a fafa cɛɓ ɓi Yeesus Kiris ɓi ɗùm, ki kwèɗkà mɛ̀ ɓi rìkpàn ɗi kidɔ̀gsɛna ki kiɓe rì rìwu. "
ROM.8.3,"Bɛ̀ll à kìghà com ki ɓìdɔ̀gsɛna ɓi ɓaghà ɓi ri ìtèɗ wulɛ ɓi ki, ɓisuulɛ rìɓa ɗis ɗi ɓi mɛ̀mùù ɗi kighà lɛ ɓyɛ̀ kɛɛ̀ ɓa ri ìtèɗ, à rèsìghà lɛ kìɓe ki ɓeɓtɛɛ ɓi nyoo ì mɛ̀mùù, yɛ̀ɛ à romgày Man wiì à nyimiɗ, Man ànɛ̀n à teɗ nyoo ìnɛ ì rì com kìfog rì nyoo ì ɓɛ̀kìì-kìɓe, lɛ a yu kì pisii kiɓè. "
ROM.8.4,"Bɛ̀ll à kìghà fɔlɔɔ lɛ, di ɓìɓan ɓi saaɗ ɓi ɓìdɔ̀gsɛna ɓyɛɛ̀ tɔtɔ̀g, ɓyɛɛ kilɛn ɓi ɓìsi ɓɛ ti nɔ̀ɔnɔɔ̀tì rìrèsì ɗi Kitɛntɛ̀ɛ̀n ki Nghày. "
ROM.8.5,"Lɛ ɓumɓɛ ɓɛɛ̀ ghɛghɛɓ ɓi rìkɔ̀n ɗi mɛmùù, ɓɛ ti ɓɛ falàg mɛ̀rem maa ɓi ɓìɓan ɓi mɛ̀mùù mɛɛ̀ kɔ̀nkɔ̀n, wɔ̀lɛ ɓɛ̀roɓɛ ɓɛɛ̀ ghɛghɛɓ yɛ̀ɛ Kìtɛntɛ̀ɛ̀n ki Nghay kɛɛ̀ kɔ̀nkɔ̀n, ɓɛ ti ɓɛ falàg mɛ̀rem maa ɓi ɓìɓan ɓi ɓyɛɛ̀ kɔ̀ngi Nghay. "
ROM.8.6,"Rìfa ɗi nɗem ɗi ɓi ɓìɓan ɓi ɓi mɛ̀mùù, ɗi ri rìwu, rìfa ɗi nɗem ɓi ɓìɓan ɓi Nghay, ɗi ri cɛɓ rì fyòoog. "
ROM.8.7,"Ɓisuulɛ ɓìɓan ɓi ɓyɛɛ̀ kɔ̀nkɔn mɛmùù ɓi ri ɓi bènà rì Bɛ̀ll, ɓisuulɛ mɛ̀mùù mɛ gherɛɛ ɓi lɛ ɓìdɔ̀gsɛna ɓi Bɛ̀ll ɓyɛɛ lami mɔ, mɛ ki yin ɗi ìtèɗ wulɛ mɛ gherɛ̀n com yɛ̀ɛ kiǹ. "
ROM.8.8,"Lɛ ɓumɓɛ ɓɛ ri ɓi rìlàmì ɗi mɛmùù maa, ɓɛ yin lɛ ɓɛ ki com ki lɛ nɗem wɛɛ puɓ Bɛ̀ll rì ɓɔ."
ROM.8.9,"Ɓi san ànɛ a lɔ̀ŋkin, mɛ̀mùù mɛ lamii tì ɓi minì, lɔŋ Ǹghay à Bɛ̀ll yɛɛ lamii mìni, i ki ki rì lɛ, Nghay à Bɛ̀ll à rì ɓi mìni. Ŋwaànɛ à yin ɗi Nghay à Kiris, à yin mum wiì. "
ROM.8.10,"I Kiris à rì ɓi mìni, nsoò yɛ̀ɛ nyoo yin yi ri ɓiì wiì lɛ kìɓe, Ǹghay à rì cɛɓ ɓi mìni ɓisuulɛ Bɛ̀ll à mɛ kì lɛ ɓi ɓa lɛ saaɗ ɓi mis mìì. "
ROM.8.11,"Ǹghay à roànɛ à ghèmzìghày Yeesus a ɓìloŋ a rì ɓi mìni; roànɛ à ghèmzìghày Yeesus Kiris a ɓìloŋ anɛ̀n à ɓiì faa girig nyoo yin yi yi ti yi wulàg cɛɓ, rì Nghay wìì anɛ à rì ɓi mìni."
ROM.8.12,"Nni fɔɔnnɛ mìni ɓɔɔsoŋ̀, tì rì rì pon, nni wɔ̀lɛ pon anɛ̀n à yin pon anɛ rì mɛ̀mùù lɛ ti ɓa ɓɛ̀tiniyɛn lɛ ti ghɛɓ cɛɓ ki mɛ̀mùù mɛɛ̀ kɔ̀nkɔ̀n. "
ROM.8.13,"Ɓisuulɛ, i ɓi ghɛghɛɓ cɛɓ ki mɛ̀mùù mɛɛ̀ kɔ̀nkɔ̀n, ɓì rì ɓiì cuù, wɔ̀lɛ, i ɓì woli mɛ̀kìkìì mɛ ɓeɓtɛn mɛ ɓi mɛ̀mùù rì ìtèɗ wu, Kitɛntɛ̀ɛ̀n ki Nghay, ɓì rì ɓiì ghɛɓì. "
ROM.8.14,"Ɓum ɓɛ̀cèm ɓɛ Nghay à Bɛ̀ll a kɛ̀ɛkɛɛ̀sì, ɓɛɛ ri ɓɔn ɓɛ Bɛ̀ll. "
ROM.8.15,"Lɛ Ǹghay ànɛ ɓì tekà à yin Nghay ànɛ a ghaasi mìni ɓɛ̀kpàn ɓi lèg ànɛ lɛ ɓi kɛnkɛn asu ɓì rirìsì tì, kìɓan kifog ɓì tekà Ǹghay ànɛ à mɛ kì lɛ ɓi ɓa ɓɔn ɓɛ Bɛ̀ll. Ǹghay ànɛ̀n yɛɛ ti à falàg ɓìsi ìtèɗ wulɛ ti reŋì Bɛ̀ll jɛ̀ɛ̀ aɗyoo lɛ: Aba, Tààta. "
ROM.8.16,"Ǹghay à Bɛ̀ll nyimiɗ a ti à sììràg kì rèsii ǹghay wìs lɛ, tì rì ɓɔn ɓɛ Bɛ̀ll. "
ROM.8.17,"I tì rì ɓɔn ɓii, tì rì girig rì gàɓ ɓi ɓìrɔɔ ɓi Bɛ̀ll, à kàkà ɓum ɓii; tì ki rì ɓɛ̀roɓɛ ɓɛ ri ɓiì kàɓɓɛɛ ɓirɔɔ ɓìn rì Kiris, lɛ, i ti wowog mɛtɔɓ ǹɗaŋ ɗi nyi, tì ɓiì ɓaà girig rì gàɓ ɓi rìkem ɗìì."
ROM.8.18,"Mɛ̀ ǹghɛɛ lɛ, mɛ̀tɔɓ mɛ ti wowog ɓi cààmɛ̀n ki, mɛ wuɓsɛɛ ɓi ɓi com ɗì rìkem ɗi Bɛ̀ll à rì ɓiì rèsii ɓisu wìs. "
ROM.8.19,Zi bimiɗ ì rì nɗem aɗyoo ì ɓoŋɓòŋ cààmɛ̀n ki Bɛ̀ll à ɓiì rèsii ɓumɓɛ ɓɛ ri ɓɔn ɓii. 
ROM.8.20,"Zi i kpìghà ɓi rìlàmì ɗi com ki kɛ̀ɛ̀ ìsu, àa lɛ yɔ̀miɗ yɛ̀ɛ kɔngà fɔlɔɔ, wɔ̀lɛ ki kilɛ̀ngà fɔlɔɔ ɓi rìkɔ̀n ɗi roànɛ à fogà yɔ̀ ɓi nɗɛli wiǹ. "
ROM.8.21,"Zi yɔ̀miɗ inɛ̀n ì rì ɓiì ghɛɓì rìkpàn ɗi ɓi rìɗyaŋ ŋwos adɛŋ, ì ki teɗ gàɓ ɓi rìkan, ɗì rìkem ɗi ɓɔn ɓɛ Bɛ̀ll. "
ROM.8.22,"Kɔlɛ tì yii lɛ à kpaŋ ɓigomìnɛ, zi bimiɗ yɛ̀ɛ ɓemɓèm ì ki wowog rikɛŋ ɗi giɓ a ti à wokì di à kɔ̀rii rìyay. "
ROM.8.23,"Àa foo nyi rì nyi, ɓìsi girig ɓɛ tì mɛ teɗ Ǹghay à Bɛ̀ll ɓi sìg à kìrɔɔ ki ǹtonto ki ɓi ɓìrɔɔ ɓi Bɛ̀ll à rì ɓiì kìi ɓisi, ti ɓemɓem girig ɓi mɛ̀rem ɓi ɗùm, tì ɓoŋɓòŋ lɛ Bɛ̀ll a ghaàsi ɓìsi ɓɔn ɓii à ki kwèɗ nyoo yìs. "
ROM.8.24,"Ɓisuulɛ Bɛ̀ll à mɛ kwèɗ ɓisì nni kìɓan kiǹ ki kaka yɛ̀ɛ dyàɓɛn. Lɛ i ŋwaà mɛ ghɛn com ki à ɗyàɓɛɛ, com kìn miì kɛ̀ kɛɛ̀ ɓa ti dyàɓɛn; lannɛ ŋwaà rì lɛ à ɗyàɓàg tì com ki a seesèè? "
ROM.8.25,"Wɔ̀lɛ i ti ɗyàaɗyaɓɛ̀n com ki tì ghɛɛ ɓi, tì rì kɔ ɓiì ɓoŋɓoŋi ri kìsììrì."
ROM.8.26,"Fɔlɔɔ nnɛ Ǹghay à Bɛ̀ll à ti à yùlàg girig ɓìsi kì ghɛɓsii ɓi rìɓa ɗi tì rì rì ìɓwɛɗ tì yii ɓi com ki tì ghɛ̀ɛ̀sɛɛ kì tɔɔ̀gh ɓi bɔ̀ŋzɛ̀ɛn yis; kìɓan kifog Ǹghay nyimiɗ a ɓɔ̀ɔɓɔŋ̀zì Bɛ̀ll ɓisu wis, rì bemeg yi mum à yin lɛ à yi rìkpaa. "
ROM.8.27,"Nni Bɛ̀ll ànɛ à ti à ghɛngì yɛ̀ɛ mɛ̀rem mɛ ɓum mɛ ri ɓi ɗùm, à yii cɛ kɛɛ̀ki Ǹghay a kɔ̀nkɔn lɛ a tɔg, lɛ Ǹghay a ti à ɓɔ̀ŋzàg ɓisuu ɓum ɓɛ Bɛ̀ll lɔŋ yɛ̀ɛ rìkɔ̀n ɗi Bɛ̀ll ɗi ri."
ROM.8.28,"Tì ki yii girig lɛ ɓìɓan ɓìcèm ɓi ti ɓi syɔngì ɓi kìrɔɔ ki ɓumɓɛ ɓɛ keesii Bɛ̀ll, ɓumɓɛ̀n ɓɛɛ̀ɓɛ à rèŋìghà lɔŋ yɛ̀ɛ nɗem wii wu ghɛngà lɛ a reŋi ɓɔ. "
ROM.8.29,"Ɓisuulɛ ɓumɓɛ Bɛ̀ll à lokà kì ɓɔ̀ni, à ɓaghà girig di à mɛ ren abɛ̀y lɛ ɓɛ ɓiì ɓaà ɓi kìpisɛn ki Man wiì, lɛ di Man wiì a ɓa man à ǹtonto ɓi kìtuu ki ɓɛgeni. "
ROM.8.30,"Nni ɓɛ̀roɓɛ Bɛ̀ll à lokà ɓɛ̀n kì ɓɔ̀ni abɛ̀y, à reŋìghà girig ɓɔ; ɓɛ̀roɓɛ à ki reŋìghà ɓɛǹ, à kìghà girig lɛ ɓɛɛ ɓa lɛ saaɗ ɓi mis mii; nni ɓɛ̀roɓɛ à ghaasìghà ɓɛǹ ɓum ɓɛ saaɗ, à kemzìghà girig ɓɔ."
ROM.8.31,Cɛ tì rì min lɛ tì kpaa ɓi kìɓan kiǹ? I Bɛ̀ll à rì ɓi jɛ̀m yìs ghɛn yɛ̀ɛ ri lɛ à ram lɛ a ɗuù rì ɓìsi? 
ROM.8.32,"Nyi ànɛ à kèŋìghà ɓi Man wiì à nyimiɗ, à faghà Man ànɛ̀n ɓisu wis ɓɛsɛ̀ɛ̀ ɓɛ̀cèm, nni lannɛ à rì ɓiì rɔ̀ɓi kɛ̀ɛ fa ɓisi ɓìɓan ɓìcèm bas rì Man wiì lɛ geesɛ̀n yìì. "
ROM.8.33,Ghɛn yɛ̀ɛ ri min ɓiì sɔmɛɛ ɓumɓɛ Bɛ̀ll à ɓɔ̀ngà? Bɛ̀ll yɛ̀ɛ ri roànɛ à ri kpaa lɛ mum à rì lɛ saaɗ. 
ROM.8.34,"Ghɛn yɛ̀ɛ rì min ɓɔ ɓiì faà bɛ̀lɛn? Yeesus Kiris à rì roànɛ à wughà, kɛ̀ɛ ki sugtɛn lɔŋ lɛ foo, à ghèmɓɛ̀n yì a ɓìloŋ, à rì ɓi weèlem à Bɛ̀ll, a ɓɔ̀ɔɓɔ̀ŋzì ɓisu wìs. "
ROM.8.35,"Ghɛn yɛ̀ɛ ri lɛ à ghasì ɓìsi rì ǹkɔ̀nɛ̀n à Kiris? Rìkɛŋ gìn, iris giǹ, ǹ-yeesɛ̀n ànɛ ti tuutulɛ̀n ɗì nyi gìn, zày gìn, kìsoghà gìn, koŋnyoo gìn, rìwu yɔ̀? "
ROM.8.36,"Fɛlɛ yɛ̀ɛ ki ri kìkànɛn lɛ ɓisu wɔɔ nnɛ ɓɛɛ̀ cuucuùsì ɓìsi ŋwos anɛ aɗyoo bimiɗ, ɓɛ tetèɗ ɓìsi yɛ̀ɛ jɔ̀ɔ̀ yi ɓɛ kɛɛ̀ kì ghèegh ɓɛ̀ɓoŋ."
ROM.8.37,"Wɔ̀lɛ, tì ti tì yakì ɓìɓan ɓiǹ ɓìcèm kɛ̀ɛ̀ vèg, rì ǹghɛɓsɛn wu roànɛ à keesìghà ɓìsi. "
ROM.8.38,"Lɛ mɛ̀ ǹkonaagh kì yiì lɛ, nsoò rìwu, nsoò cɛɓ, nsoò ɓum ɓɛ titòm, nsoò ɓɛ̀làmì, nsoò ɓìɓan ɓi ɓyɛɛ̀ kìikilɛ̀n gɛɛ̀nɛ, nsoò ɓi ɓi mɛ̀ru mɛ mɛɛ̀ yùyuiy, "
ROM.8.39,"nsoò mɛ̀tèɗ, nsoò ɓyom ɓi ɓi riì ɓi jàŋ yi yi teŋmaagh, nsoò ɓi ɓi riì ɓi jàŋ yi rimɛn, nsoò com kidɛŋ ki Bɛ̀ll à kìghà, ki yin lɛ ki ghasì ɓìsi rì ǹkɔ̀nɛ̀n ànɛ Bɛ̀ll à rèsìghà ɓìsi ɓi Yeesus Kiris à Kan wìs."
ROM.9.1,"Nkpaakpaa saaɗ ɓi Kiris ǹki pwàa ɓi; rì ǹghɛɓsɛn wu Kitɛntɛ̀ɛ̀n ki Nghay, ǹɗem wɛ̀m wu ri mɛ̀ wusìnɛ̀ɗ lɛ ki ri saaɗ fɔlɔɔ. "
ROM.9.2,"Ǹɗì rì coo bim ɓi nɗem, ǹki wowog ǹɗemi-kɛŋɛn kɛ̀ɛ̀ rìfɔɔsɛ̀n. "
ROM.9.3,"Ǹɗì lɛ ǹkɔ̀n lɛ di màa teri ǹcɛ̀m, ǹki ghasɛn ɗi Kiris, ɓisuu ɓɛgeni ɓɛ̀m ɓɛ tì rì ɓi boo rì ɓɔ. "
ROM.9.4,"Ɓɛ ri dòò yi Isirayɛl, ɓɔɔ̀ɓɛ Bɛ̀ll à ghaasìghà ɓɔn ɓii, à fa ɓɔ rìkem; rì ɓɔ nnɛ à rengà bee yiì, à fa ɓɔ ɓìdɔ̀gsɛna, à rèsì ɓɔ rìɓɔgsì ɗi Bɛ̀ll, à ki fa ɓɔ mɛ̀kàg. "
ROM.9.5,"Ɓɛ ri dòò yi ɓɛseŋi ɓis ɓɛ ɓɛsɛ̀ɛ̀mɛn, fɔɔnnɛ Kiris, ɓi rìyalɛ̀n ɗii ɗi ɓi mɛ̀mùù, à rì ɓi boo yàà, nyi ànɛ à teŋmɛɛ à cee ɓyom ɓìcèm, à ki ɓa Bɛ̀ll ànɛ a keŋkem fiɗyàɓ fikɔ̀ɔ̀. Ààmɛ̀n."
ROM.9.6,"Fɔlɔɔ a rèsii ɓi lɛ, ǹkàg wu Bɛ̀ll wu wii zɛy ɓisuulɛ dòò yi Isirayɛl yicèm yi yin ɓiyali ɓi Isirayɛl, "
ROM.9.7,"lɛ yi ri dòò yi Abiraham, nni àa yìcèm yɛ̀ɛ ri ɓɔn ɓii, kìɓan kifog ki ri kì kaliyɛn lɛ: Ɓijɛ̀m ì Isag innɛ ù ɓiì ɓaà rì dòò yi ǹkàkà wɔ̀. "
ROM.9.8,"Yɛɛ lɔɔ lɛ àa ɓɔn ɓɛ ɓɛ yalɛɛ yɛ̀ɛ ɓɔn ɓɛ ti ɓɛ yalàg ɓɛɛ ri ɓɔn ɓɛ Bɛ̀ll, lɔŋ ɓɔn ɓɛ ɓɛ yalɛɛ fɛlɛ yɛ̀ɛ ǹkàg wu Bɛ̀ll wu ri, ɓɛɛ ri ɓɛ̀ɓàlɛn lɛ dòò. "
ROM.9.9,"Ɓisuulɛ ǹkàg wu Bɛ̀ll à faghà wɛɛ̀wu fɛlɛ: Ɓi cààmɛ̀n kɔm̀ kiǹ, ǹ-yùu gɛy, fɔɔnnɛ Sara à yali gɛ man à baŋì."
ROM.9.10,"Àa kiǹ kɔrìkɔ, fɔlɔɔ nnɛ ki ɓatìghà rì Riɓɛka, m̀bobog à mum ànɛ à fogà nyi ɗyem à ɓaghà lɛ Isag à seŋi wìs a ǹsɛ̀ɛ̀. "
ROM.9.11,"Kɔlɛ ɓɔn ɓii ɓɛ ɓaghà di ɓɛ ka yalɛn ɓi, di ɓɛ ka ki ɓi kirɔɔ nsoò kìɓe, nni yɛ̀ɛ Bɛ̀ll à rì rì bimiɗ wìì a fèg ɓi rìɓɔ̀n ɗi ɓum, fèg wìì anɛ̀n à seesee rìreŋì ɗi à ti à regì ɓɔ, kɛ̀ɛ seesee mɛkìkìì maa ɓi ɗi lɛ a resi lɛ a nɔ̀ɔnɔɔ̀tì lɔŋ rifèg ɗii ɗiǹ, "
ROM.9.12,Bɛ̀ll à kpaaghà rì Riɓɛka lɛ: Man à ǹtonto à ɓiì ɓaà ǹkpàn a roà siitòn. 
ROM.9.13,"Lɔŋ yɛ̀ɛ ki ri kì kànɛn lɛ: Mɛ̀ɛ ǹkeesii Yakɔɓ, m̀ɓèèzɛ̀n Eso."
ROM.9.14,"Tì rì min lɛ tì kpaa la? Bɛ̀ll à rì nya ɓèèɓeè? Èe, èe, à yin ɓèèɓeè. "
ROM.9.15,"Lɛ a kalag ri Moyis lɛ: M̀ɓiì woògh ŋwaànɛ ki kɔni mɛ̀ nyìighnyìg, ǹki lem roànɛ ki kɔni mɛ̀ lɛ nlem̀. "
ROM.9.16,"Kìɓan kiǹ ki yin ɓi rìkɔ̀n ɗi mum, kɛ̀ kɛɛ̀ ki ɓa lɛ kìtèèsii kii ki nyòò, ki seesee lɔŋ Bɛ̀ll ànɛ à ti à wokì mum nyìighnyìg. "
ROM.9.17,"Ki ri kìkànɛn lɛ Bɛ̀ll à kpaaghà rì Farawɔŋ lɛ: Ǹɗɛsìghà wɔ̀ rìfòm ɓi rìfee lɛ di ǹɗesi ìtèɗ wɛm̀ ɓi wɔ̀; rì tì lɛ, di ɗii ɗyɛ̀m ɗyɛ̀ɛ saà zi bimiɗ. "
ROM.9.18,"Fɔlɔɔ nnɛ Bɛ̀ll à ti à wokì ŋwaànɛ à kɔ̀ni lɛ a wog nyìighnyìg, à ki tèèsi nɗem wu roànɛ ki kɔni nyi lɛ a teèsi nɗem wiì."
